filename,transcript_perekaman,transcript_training
novita_f_20201030_08494_dongeng_yogyakarta,Hidup Maharaja Kutai! demikian teriakan penonton memberi semangat.Ayam jago Pangeran Cina yang pertama telah tewas.,hidup maharaja kutai demikian teriakan penonton memberi semangat ayam jago pangeran cina yang pertama telah tewas 
novita_f_20201030_08495_dongeng_yogyakarta,Pertarungan pada hari kedua itu juga dimenangkan oleh ayam jago Raja Kutai.,pertarungan pada hari kedua itu juga dimenangkan oleh ayam jago raja kutai 
novita_f_20201030_08496_dongeng_yogyakarta,Demikian seterusnya hingga hari ke-.,demikian seterusnya hingga hari ke 
novita_f_20201030_08497_dongeng_yogyakarta,Ayam jago milik Pangeran Cina pun tinggal satu yang tersisa.,ayam jago milik pangeran cina pun tinggal satu yang tersisa 
novita_f_20201030_08498_dongeng_yogyakarta,"Selain itu, sang Pangeran juga telah kehabisan taruhan.",selain itu sang pangeran juga telah kehabisan taruhan 
novita_f_20201030_08499_dongeng_yogyakarta,Hamba akan mempertaruhkan kapal hamba dan seluruh isinya.,hamba akan mempertaruhkan kapal hamba dan seluruh isinya 
novita_f_20201030_08500_dongeng_yogyakarta,"Tapi, hamba minta Baginda juga mau mempertaruhkan kerajaan Baginda beserta isinya, pinta Pangeran Cina.",tapi hamba minta baginda juga mau mempertaruhkan kerajaan baginda beserta isinya pinta pangeran cina 
novita_f_20201030_08501_dongeng_yogyakarta,"Mendengar permintaan itu, Raja Kutai terhenyak.",mendengar permintaan itu raja kutai terhenyak 
novita_f_20201030_08502_dongeng_yogyakarta,Rakyat pun ikut tercengang dan cemas.,rakyat pun ikut tercengang dan cemas 
novita_f_20201030_08503_dongeng_yogyakarta,Maharaja Kutai masih diam.,maharaja kutai masih diam 
novita_f_20201030_08504_dongeng_yogyakarta,Pikirannya diselimuti perasaan bimbang.,pikirannya diselimuti perasaan bimbang 
novita_f_20201030_08505_dongeng_yogyakarta,"Baginya, taruhan itu terlalu besar.",baginya taruhan itu terlalu besar 
novita_f_20201030_08506_dongeng_yogyakarta,"Tapi, jika tidak menerima tawaran itu, ia akan merasa malu.",tapi jika tidak menerima tawaran itu ia akan merasa malu 
novita_f_20201030_08507_dongeng_yogyakarta,Hal itu seolah-olah memberi isyarat kepada tuannya agar menerima tawaran itu.,hal itu seolah olah memberi isyarat kepada tuannya agar menerima tawaran itu 
novita_f_20201030_08508_dongeng_yogyakarta,Raja Kutai pun memahami keinginan ayam jagoannya.,raja kutai pun memahami keinginan ayam jagoannya 
novita_f_20201030_08509_dongeng_yogyakarta,"Aku terima tawaranmu, jawab Raja Kutai dengan penuh keyakinan, Tapi, ingat! ",aku terima tawaranmu jawab raja kutai dengan penuh keyakinan tapi ingat 
novita_f_20201030_08510_dongeng_yogyakarta,Pangeran jangan mengingkari janji.,pangeran jangan mengingkari janji 
novita_f_20201030_08511_dongeng_yogyakarta,"Akhirnya, pertarungan itu pun dimulai.",akhirnya pertarungan itu pun dimulai 
novita_f_20201030_08512_dongeng_yogyakarta,Ayam jago kedua belah pihak segera dilepaskan ke arena.,ayam jago kedua belah pihak segera dilepaskan ke arena 
novita_f_20201030_08513_dongeng_yogyakarta,Seluruh penduduk Kutai pun semakin cemas.,seluruh penduduk kutai pun semakin cemas 
novita_f_20201030_08514_dongeng_yogyakarta,"Saat pertarungan dimulai, kedua ayam jago tersebut silih berganti menyerang.",saat pertarungan dimulai kedua ayam jago tersebut silih berganti menyerang 
novita_f_20201030_08515_dongeng_yogyakarta,"Pertarungan itu sudah berlangsung beberapa waktu, namun belum dapat dipastikan jago mana yang akan menang.",pertarungan itu sudah berlangsung beberapa waktu namun belum dapat dipastikan jago mana yang akan menang 
novita_f_20201030_08516_dongeng_yogyakarta,Kesaktian keduanya masih tampak seimbang.,kesaktian keduanya masih tampak seimbang 
novita_f_20201030_08517_dongeng_yogyakarta,"Begitu matahari mulai tenggelam, ayam jago Pangeran Cina sudah kelelahan.",begitu matahari mulai tenggelam ayam jago pangeran cina sudah kelelahan 
novita_f_20201030_08518_dongeng_yogyakarta,"Sebaliknya, ayam si Ujung Perak justru semakin tangkas.",sebaliknya ayam si ujung perak justru semakin tangkas 
novita_f_20201030_08519_dongeng_yogyakarta,Sepakannya semakin kuat dan patukannya pun bertambah kuat.,sepakannya semakin kuat dan patukannya pun bertambah kuat 
novita_f_20201030_08520_dongeng_yogyakarta,"Tidak berapa kemudian, ayam jago Pangeran Cina pun tewas.",tidak berapa kemudian ayam jago pangeran cina pun tewas 
novita_f_20201030_08521_dongeng_yogyakarta,"Melihat hal itu, seluruh rakyat Kutai bersorak gembira meryakan kemenangan Ujung Perak Kemudi Besi.",melihat hal itu seluruh rakyat kutai bersorak gembira meryakan kemenangan ujung perak kemudi besi 
novita_f_20201030_08522_dongeng_yogyakarta,"Ketika hari sudah larut, lampu-lampu di kapal itu dimatikan.",ketika hari sudah larut lampu lampu di kapal itu dimatikan 
novita_f_20201030_08523_dongeng_yogyakarta,"Pangeran Cina dan anak buahnya bukannya beristirahat, melainkan mengadakan rapat secara diam-diam.",pangeran cina dan anak buahnya bukannya beristirahat melainkan mengadakan rapat secara diam diam 
novita_f_20201030_08524_dongeng_yogyakarta,"Rupanya, mereka sedang merencanakan sisat untuk bisa melarikan diri.Bagaimana caranya kita melarikan diri, Pangeran? ",rupanya mereka sedang merencanakan sisat untuk bisa melarikan diri bagaimana caranya kita melarikan diri pangeran 
novita_f_20201030_08525_dongeng_yogyakarta,Ia pun kebingunan mencari jalan keluar.,ia pun kebingunan mencari jalan keluar 
novita_f_20201030_08526_dongeng_yogyakarta,"Di tengah kebimbangan itu, tiba-tiba juru masak angkat bicara.Maaf, Pangeran.",di tengah kebimbangan itu tiba tiba juru masak angkat bicara maaf pangeran 
novita_f_20201030_08527_dongeng_yogyakarta,Bolehkah hamba usul? pinta juru masak itu.Apakah itu? ,bolehkah hamba usul pinta juru masak itu apakah itu 
novita_f_20201030_08528_dongeng_yogyakarta,Cepat katakan! desak sang Pangeran.Bukankah kita masih mempunyai layar yang sudah robek di gudang? ,cepat katakan desak sang pangeran bukankah kita masih mempunyai layar yang sudah robek di gudang 
novita_f_20201030_08529_dongeng_yogyakarta,Bagaimana kalau layar itu kita jahit saja? usul juru masak.Sang Pangeran pun langsung menerima usulan itu.,bagaimana kalau layar itu kita jahit saja usul juru masak sang pangeran pun langsung menerima usulan itu 
novita_f_20201030_08530_dongeng_yogyakarta,Ia kemudian memerintahkan para prajuritnya untuk menjahit layar itu di sebuah bukit.,ia kemudian memerintahkan para prajuritnya untuk menjahit layar itu di sebuah bukit 
novita_f_20201030_08531_dongeng_yogyakarta,Ia juga memerintahkan prajuritnya untuk membuat sejumlah dayung di bukit tersebut.,ia juga memerintahkan prajuritnya untuk membuat sejumlah dayung di bukit tersebut 
novita_f_20201030_08532_dongeng_yogyakarta,"Keesokan harinya, mereka pun selesai menjahit bagian layar yang robek.",keesokan harinya mereka pun selesai menjahit bagian layar yang robek 
novita_f_20201030_08533_dongeng_yogyakarta,"Konon, bukit itu kemudian dinamakan Gunung jahitan Layar.",konon bukit itu kemudian dinamakan gunung jahitan layar 
novita_f_20201030_08534_dongeng_yogyakarta,"Prajurit Maharaja Kutai yang mengetahui hal itu segera melapor.Ampun, Baginda.",prajurit maharaja kutai yang mengetahui hal itu segera melapor ampun baginda 
novita_f_20201030_08535_dongeng_yogyakarta,Pangeran Cina mengkhianati kita.,pangeran cina mengkhianati kita 
novita_f_20201030_08536_dongeng_yogyakarta,Pangeran itu telah mengingkari janjinya.,pangeran itu telah mengingkari janjinya 
novita_f_20201030_08537_dongeng_yogyakarta,"Tanpa diduga, tiba-tiba angin puting beliung datang mendekat ke arah kapal yang mereka tumpangi.",tanpa diduga tiba tiba angin puting beliung datang mendekat ke arah kapal yang mereka tumpangi 
novita_f_20201030_08538_dongeng_yogyakarta,Air laut yang ada di sekitarnya pun tersedot ke atas.,air laut yang ada di sekitarnya pun tersedot ke atas 
novita_f_20201030_08539_dongeng_yogyakarta,Pangeran Cina dan prajuritnya pun mulai panik.,pangeran cina dan prajuritnya pun mulai panik 
novita_f_20201030_08540_dongeng_yogyakarta,Mereka segera menurungkan jangkar agar tidak ikut tersedot oleh pusaran angin puting beliung.,mereka segera menurungkan jangkar agar tidak ikut tersedot oleh pusaran angin puting beliung 
novita_f_20201030_08541_dongeng_yogyakarta,Rombongan Pangeran Cina pun segera turun dari kapal.,rombongan pangeran cina pun segera turun dari kapal 
novita_f_20201030_08542_dongeng_yogyakarta,"Selang beberapa saat kemudian, kapal itu tiba-tiba berubah menjadi batu.",selang beberapa saat kemudian kapal itu tiba tiba berubah menjadi batu 
novita_f_20201030_08543_dongeng_yogyakarta,"Menurut cerita, Pangeran Cina dan prajuritnya tinggal di sekitar tempat itu.",menurut cerita pangeran cina dan prajuritnya tinggal di sekitar tempat itu 
novita_f_20201030_08544_dongeng_yogyakarta,"Mereka kemudian berbaur dengan penduduk setempat, yakni orang-orang suku Dayak Punan hingga terjadi perkawinan.",mereka kemudian berbaur dengan penduduk setempat yakni orang orang suku dayak punan hingga terjadi perkawinan 
novita_f_20201030_08545_dongeng_yogyakarta,Keturunan orang-orang Cina dan suku Dayak Punan itu kemudian dikenal sebagai Orang Basap.,keturunan orang orang cina dan suku dayak punan itu kemudian dikenal sebagai orang basap 
novita_f_20201030_08546_dongeng_yogyakarta,Demikian cerita Asal Usul Orang Basap dari Kalimantan Timur.,demikian cerita asal usul orang basap dari kalimantan timur 
novita_f_20201030_08547_dongeng_yogyakarta,Aji saka menciptakan aksara Jawa tersebut ketika ia sedang mengembara bersama seorang abdinya yang bernama Dora.,aji saka menciptakan aksara jawa tersebut ketika ia sedang mengembara bersama seorang abdinya yang bernama dora 
novita_f_20201030_08548_dongeng_yogyakarta,"Peristiwa apakah yang terjadi dalam pengembaraannya, sehingga Aji Saka menciptakan aksara Jawa tersebut? ",peristiwa apakah yang terjadi dalam pengembaraannya sehingga aji saka menciptakan aksara jawa tersebut 
novita_f_20201030_08549_dongeng_yogyakarta,Ikuti kisahnya dalam cerita Aji Saka: Asal Mula Huruf Jawa berikut ini! ,ikuti kisahnya dalam cerita aji saka asal mula huruf jawa berikut ini 
novita_f_20201030_08550_dongeng_yogyakarta,Ia mempunyai sebuah keris pusaka dan serban sakti.,ia mempunyai sebuah keris pusaka dan serban sakti 
novita_f_20201030_08551_dongeng_yogyakarta,"Selain sakti, ia juga rajin dan baik hati.",selain sakti ia juga rajin dan baik hati 
novita_f_20201030_08552_dongeng_yogyakarta,"Ia senantiasa membantu ayahnya bekerja di ladang, dan menolong orang-orang yang membutuhkan pertolongannya.",ia senantiasa membantu ayahnya bekerja di ladang dan menolong orang orang yang membutuhkan pertolongannya 
novita_f_20201030_08553_dongeng_yogyakarta,"Sementara, Sembada ditugaskan untuk membawa dan menjaga keris pusaka miliknya ke Pegunungan Kendeng.",sementara sembada ditugaskan untuk membawa dan menjaga keris pusaka miliknya ke pegunungan kendeng 
novita_f_20201030_08554_dongeng_yogyakarta,Bawa keris pusaka ini ke Pegunungan Kendeng.,bawa keris pusaka ini ke pegunungan kendeng 
novita_f_20201030_08555_dongeng_yogyakarta,Mereka tidak membawa bekal pakaian kecuali yang melekat pada tubuh mereka.,mereka tidak membawa bekal pakaian kecuali yang melekat pada tubuh mereka 
novita_f_20201030_08556_dongeng_yogyakarta,"Setelah setengah hari berjalan, sampailah mereka di sebuah hutan yang sangat lebat.",setelah setengah hari berjalan sampailah mereka di sebuah hutan yang sangat lebat 
novita_f_20201030_08557_dongeng_yogyakarta,"Ketika akan melintasi hutan tersebut, tiba-tiba Aji Saka mendengar teriakan seorang laki-laki meminta tolong.",ketika akan melintasi hutan tersebut tiba tiba aji saka mendengar teriakan seorang laki laki meminta tolong 
novita_f_20201030_08558_dongeng_yogyakarta,"! demikian suara itu terdengar.Mendengar teriakan itu, Aji Saka dan Dora segera menuju ke sumber suara tersebut.",demikian suara itu terdengar mendengar teriakan itu aji saka dan dora segera menuju ke sumber suara tersebut 
novita_f_20201030_08559_dongeng_yogyakarta,"Tak lama kemudian, mereka mendapati seorang laki-laki paruh baya sedang dipukuli oleh dua orang perampok.",tak lama kemudian mereka mendapati seorang laki laki paruh baya sedang dipukuli oleh dua orang perampok 
novita_f_20201030_08560_dongeng_yogyakarta,hentikan perbuatan kalian! seru Aji Saka.Kedua perampok itu tidak menghiraukan teriakan Aji Saka ,hentikan perbuatan kalian seru aji saka kedua perampok itu tidak menghiraukan teriakan aji saka 
novita_f_20201030_08561_dongeng_yogyakarta,Mereka tetap memukuli laki-laki itu.,mereka tetap memukuli laki laki itu 
novita_f_20201030_08562_dongeng_yogyakarta,"Melihat tindakan kedua perampok tersebut, Aji Saka pun naik pitam.",melihat tindakan kedua perampok tersebut aji saka pun naik pitam 
novita_f_20201030_08563_dongeng_yogyakarta,"Setelah itu, ia dan abdinya segera menghampiri laki-laki itu.Maaf, Pak! ",setelah itu ia dan abdinya segera menghampiri laki laki itu maaf pak 
novita_f_20201030_08564_dongeng_yogyakarta,Ia mengungsi karena raja di negerinya yang bernama Prabu Dewata Cengkar suka memakan daging manusia.,ia mengungsi karena raja di negerinya yang bernama prabu dewata cengkar suka memakan daging manusia 
novita_f_20201030_08565_dongeng_yogyakarta,Setiap hari ia memakan daging seorang manusia yang dipersembahkan oleh Patihnya yang bernama Jugul Muda.,setiap hari ia memakan daging seorang manusia yang dipersembahkan oleh patihnya yang bernama jugul muda 
novita_f_20201030_08566_dongeng_yogyakarta,"Karena takut menjadi mangsa sang Raja, sebagian rakyat mengungsi secara diam-diam ke daerah lain.",karena takut menjadi mangsa sang raja sebagian rakyat mengungsi secara diam diam ke daerah lain 
novita_f_20201030_08567_dongeng_yogyakarta,"Rupanya, beliau sangat menyukainya.",rupanya beliau sangat menyukainya 
novita_f_20201030_08568_dongeng_yogyakarta,Ia ingin menolong rakyat Medang Kamukan dari kebengisan Prabu Dewata Cengkar.,ia ingin menolong rakyat medang kamukan dari kebengisan prabu dewata cengkar 
novita_f_20201030_08569_dongeng_yogyakarta,Suasana kota itu tampak sepi.,suasana kota itu tampak sepi 
novita_f_20201030_08570_dongeng_yogyakarta,Kota itu bagaikan kota mati.,kota itu bagaikan kota mati 
novita_f_20201030_08571_dongeng_yogyakarta,Tak seorang pun yang terlihat lalu lalang di jalan.,tak seorang pun yang terlihat lalu lalang di jalan 
novita_f_20201030_08572_dongeng_yogyakarta,Suasana di sekitar istana tampak sepi.,suasana di sekitar istana tampak sepi 
novita_f_20201030_08573_dongeng_yogyakarta,Hanya ada beberapa orang pengawal yang sedang mondar-mandir di depan pintu gerbang istana.,hanya ada beberapa orang pengawal yang sedang mondar mandir di depan pintu gerbang istana 
novita_f_20201030_08574_dongeng_yogyakarta,Anak Muda! cegat seorang pengawal ketika Aji Saka berada di depan pintu gerbang istana ,anak muda cegat seorang pengawal ketika aji saka berada di depan pintu gerbang istana 
novita_f_20201030_08575_dongeng_yogyakarta,"Apakah kamu tidak takut dimangsa sang Prabu? sahut seorang pengawal yang lain.Ketahuilah, Tuan-Tuan! ",apakah kamu tidak takut dimangsa sang prabu sahut seorang pengawal yang lain ketahuilah tuan tuan 
novita_f_20201030_08576_dongeng_yogyakarta,"Tanpa banyak tanya, mereka pun mengizinkan Aji Saka masuk ke dalam istana.",tanpa banyak tanya mereka pun mengizinkan aji saka masuk ke dalam istana 
novita_f_20201030_08577_dongeng_yogyakarta,"Jika Baginda berkenan, hamba siap menjadi santapan Baginda hari ini, kata Aji Saka.",jika baginda berkenan hamba siap menjadi santapan baginda hari ini kata aji saka 
novita_f_20201030_08578_dongeng_yogyakarta,Betapa senangnya hati sang Prabu mendapat tawaran makanan.,betapa senangnya hati sang prabu mendapat tawaran makanan 
novita_f_20201030_08579_dongeng_yogyakarta,"Ketika Patih Jugul akan menangkapnya, Aji Saka mundur selangkah, lalu berkata: Ampun, Gusti! ",ketika patih jugul akan menangkapnya aji saka mundur selangkah lalu berkata ampun gusti 
novita_f_20201030_08580_dongeng_yogyakarta,"Sebelum ditangkap, Hamba ada satu permintaan.",sebelum ditangkap hamba ada satu permintaan 
novita_f_20201030_08581_dongeng_yogyakarta,Apakah kamu tidak ingin meminta yang lebih luas lagi? sang Prabu menawarkan.Sudah cukup Gusti.,apakah kamu tidak ingin meminta yang lebih luas lagi sang prabu menawarkan sudah cukup gusti 
novita_f_20201030_08582_dongeng_yogyakarta,"Hamba hanya menginginkan seluas serban ini, jawab Aji Saka dengan tegas.Baiklah kalau begitu, Anak Muda! ",hamba hanya menginginkan seluas serban ini jawab aji saka dengan tegas baiklah kalau begitu anak muda 
novita_f_20201030_08583_dongeng_yogyakarta,"Perlahan-lahan, ia melangkah mundur sambil mengulur serban itu.",perlahan lahan ia melangkah mundur sambil mengulur serban itu 
novita_f_20201030_08584_dongeng_yogyakarta,"Anehnya, setiap diulur, serban itu terus memanjang dan meluas hingga meliputi seluruh wilayah Kerajaan Medang Kamulan.",anehnya setiap diulur serban itu terus memanjang dan meluas hingga meliputi seluruh wilayah kerajaan medang kamulan 
novita_f_20201030_08585_dongeng_yogyakarta,"Mengetahui kabar tersebut, seluruh rakyat Medang Kamulan kembali dari tempat pengungsian mereka.",mengetahui kabar tersebut seluruh rakyat medang kamulan kembali dari tempat pengungsian mereka 
