filename,transcript_perekaman,transcript_training
rakagu_m_20201030_4732_wilayah1_semarang,Wilayah LEMBAH BAWANG terletak di Indonesia ,wilayah lembah bawang terletak di indonesia 
rakagu_m_20201030_4733_wilayah1_semarang,Wilayah BENGKAYANG terletak di Indonesia ,wilayah bengkayang terletak di indonesia 
rakagu_m_20201030_4734_wilayah1_semarang,Wilayah TERIAK terletak di Indonesia ,wilayah teriak terletak di indonesia 
rakagu_m_20201030_4735_wilayah1_semarang,Wilayah SUNGAI BETUNG terletak di Indonesia ,wilayah sungai betung terletak di indonesia 
rakagu_m_20201030_4736_wilayah1_semarang,Wilayah LEDO terletak di Indonesia ,wilayah ledo terletak di indonesia 
rakagu_m_20201030_4737_wilayah1_semarang,Wilayah SUTI SEMARANG terletak di Indonesia ,wilayah suti semarang terletak di indonesia 
rakagu_m_20201030_4738_wilayah1_semarang,Wilayah LUMAR terletak di Indonesia ,wilayah lumar terletak di indonesia 
rakagu_m_20201030_4739_wilayah1_semarang,Wilayah SANGGAU LEDO terletak di Indonesia ,wilayah sanggau ledo terletak di indonesia 
rakagu_m_20201030_4740_wilayah1_semarang,Wilayah TUJUHBELAS terletak di Indonesia ,wilayah tujuhbelas terletak di indonesia 
rakagu_m_20201030_4741_wilayah1_semarang,Wilayah JAGOI BABANG terletak di Indonesia ,wilayah jagoi babang terletak di indonesia 
rakagu_m_20201030_4742_wilayah1_semarang,Wilayah SIDING terletak di Indonesia ,wilayah siding terletak di indonesia 
rakagu_m_20201030_4743_wilayah1_semarang,Wilayah SEBANGKI terletak di Indonesia ,wilayah sebangki terletak di indonesia 
rakagu_m_20201030_4744_wilayah1_semarang,Wilayah NGABANG terletak di Indonesia ,wilayah ngabang terletak di indonesia 
rakagu_m_20201030_4745_wilayah1_semarang,Wilayah JELIMPO terletak di Indonesia ,wilayah jelimpo terletak di indonesia 
rakagu_m_20201030_4746_wilayah1_semarang,Wilayah SENGAH TEMILA terletak di Indonesia ,wilayah sengah temila terletak di indonesia 
rakagu_m_20201030_4747_wilayah1_semarang,Wilayah MANDOR terletak di Indonesia ,wilayah mandor terletak di indonesia 
rakagu_m_20201030_4748_wilayah1_semarang,Wilayah MENJALIN terletak di Indonesia ,wilayah menjalin terletak di indonesia 
rakagu_m_20201030_4749_wilayah1_semarang,Wilayah MEMPAWAH HULU terletak di Indonesia ,wilayah mempawah hulu terletak di indonesia 
rakagu_m_20201030_4750_wilayah1_semarang,Wilayah SOMPAK terletak di Indonesia ,wilayah sompak terletak di indonesia 
rakagu_m_20201030_4751_wilayah1_semarang,Wilayah MENYUKE terletak di Indonesia ,wilayah menyuke terletak di indonesia 
rakagu_m_20201030_4752_wilayah1_semarang,Wilayah BANYUKE HULU terletak di Indonesia ,wilayah banyuke hulu terletak di indonesia 
rakagu_m_20201030_4753_wilayah1_semarang,Wilayah MERANTI terletak di Indonesia ,wilayah meranti terletak di indonesia 
rakagu_m_20201030_4754_wilayah1_semarang,Wilayah KUALA BEHE terletak di Indonesia ,wilayah kuala behe terletak di indonesia 
rakagu_m_20201030_4755_wilayah1_semarang,Wilayah AIR BESAR terletak di Indonesia ,wilayah air besar terletak di indonesia 
rakagu_m_20201030_4756_wilayah1_semarang,Wilayah SIANTAN terletak di Indonesia ,wilayah siantan terletak di indonesia 
rakagu_m_20201030_4757_wilayah1_semarang,Wilayah SEGEDONG terletak di Indonesia ,wilayah segedong terletak di indonesia 
rakagu_m_20201030_4758_wilayah1_semarang,Wilayah SUNGAI PINYUH terletak di Indonesia ,wilayah sungai pinyuh terletak di indonesia 
rakagu_m_20201030_4759_wilayah1_semarang,Wilayah ANJONGAN terletak di Indonesia ,wilayah anjongan terletak di indonesia 
rakagu_m_20201030_4760_wilayah1_semarang,Wilayah MEMPAWAH HILIR terletak di Indonesia ,wilayah mempawah hilir terletak di indonesia 
rakagu_m_20201030_4761_wilayah1_semarang,Wilayah MEMPAWAH TIMUR terletak di Indonesia ,wilayah mempawah timur terletak di indonesia 
rakagu_m_20201030_4762_wilayah1_semarang,Wilayah SUNGAI KUNYIT terletak di Indonesia ,wilayah sungai kunyit terletak di indonesia 
rakagu_m_20201030_4763_wilayah1_semarang,Wilayah TOHO terletak di Indonesia ,wilayah toho terletak di indonesia 
rakagu_m_20201030_4764_wilayah1_semarang,Wilayah TOBA terletak di Indonesia ,wilayah toba terletak di indonesia 
rakagu_m_20201030_4765_wilayah1_semarang,Wilayah MELIAU terletak di Indonesia ,wilayah meliau terletak di indonesia 
rakagu_m_20201030_4766_wilayah1_semarang,Wilayah KAPUAS terletak di Indonesia ,wilayah kapuas terletak di indonesia 
rakagu_m_20201030_4767_wilayah1_semarang,Wilayah MUKOK terletak di Indonesia ,wilayah mukok terletak di indonesia 
rakagu_m_20201030_4768_wilayah1_semarang,Wilayah JANGKANG terletak di Indonesia ,wilayah jangkang terletak di indonesia 
rakagu_m_20201030_4769_wilayah1_semarang,Wilayah BONTI terletak di Indonesia ,wilayah bonti terletak di indonesia 
rakagu_m_20201030_4770_wilayah1_semarang,Wilayah PARINDU terletak di Indonesia ,wilayah parindu terletak di indonesia 
rakagu_m_20201030_4771_wilayah1_semarang,Wilayah TAYAN HILIR terletak di Indonesia ,wilayah tayan hilir terletak di indonesia 
rakagu_m_20201030_4772_wilayah1_semarang,Wilayah TAYAN HULU terletak di Indonesia ,wilayah tayan hulu terletak di indonesia 
rakagu_m_20201030_4773_wilayah1_semarang,Wilayah KEMBAYAN terletak di Indonesia ,wilayah kembayan terletak di indonesia 
rakagu_m_20201030_4774_wilayah1_semarang,Wilayah BEDUWAI terletak di Indonesia ,wilayah beduwai terletak di indonesia 
rakagu_m_20201030_4775_wilayah1_semarang,Wilayah SEKAYAM terletak di Indonesia ,wilayah sekayam terletak di indonesia 
rakagu_m_20201030_4776_wilayah1_semarang,Wilayah ENTIKONG terletak di Indonesia ,wilayah entikong terletak di indonesia 
rakagu_m_20201030_4777_wilayah1_semarang,Wilayah MANIS MATA terletak di Indonesia ,wilayah manis mata terletak di indonesia 
rakagu_m_20201030_4778_wilayah1_semarang,Wilayah MARAU terletak di Indonesia ,wilayah marau terletak di indonesia 
rakagu_m_20201030_4779_wilayah1_semarang,Wilayah SINGKUP terletak di Indonesia ,wilayah singkup terletak di indonesia 
rakagu_m_20201030_4780_wilayah1_semarang,Wilayah AIR UPAS terletak di Indonesia ,wilayah air upas terletak di indonesia 
rakagu_m_20201030_4781_wilayah1_semarang,Wilayah JELAI HULU terletak di Indonesia ,wilayah jelai hulu terletak di indonesia 
rakagu_m_20201030_4782_wilayah1_semarang,Wilayah TUMBANG TITI terletak di Indonesia ,wilayah tumbang titi terletak di indonesia 
rakagu_m_20201030_4783_wilayah1_semarang,Wilayah PEMAHAN terletak di Indonesia ,wilayah pemahan terletak di indonesia 
rakagu_m_20201030_4784_wilayah1_semarang,Wilayah SUNGAI MELAYU RAYAK terletak di Indonesia ,wilayah sungai melayu rayak terletak di indonesia 
rakagu_m_20201030_4785_wilayah1_semarang,Wilayah MATAN HILIR SELATAN terletak di Indonesia ,wilayah matan hilir selatan terletak di indonesia 
rakagu_m_20201030_4786_wilayah1_semarang,Wilayah BENUA KAYONG terletak di Indonesia ,wilayah benua kayong terletak di indonesia 
rakagu_m_20201030_4787_wilayah1_semarang,Wilayah MATAN HILIR UTARA terletak di Indonesia ,wilayah matan hilir utara terletak di indonesia 
rakagu_m_20201030_4788_wilayah1_semarang,Wilayah DELTA PAWAN terletak di Indonesia ,wilayah delta pawan terletak di indonesia 
rakagu_m_20201030_4789_wilayah1_semarang,Wilayah MUARA PAWAN terletak di Indonesia ,wilayah muara pawan terletak di indonesia 
rakagu_m_20201030_4790_wilayah1_semarang,Wilayah NANGA TAYAP terletak di Indonesia ,wilayah nanga tayap terletak di indonesia 
rakagu_m_20201030_4791_wilayah1_semarang,Wilayah SANDAI terletak di Indonesia ,wilayah sandai terletak di indonesia 
rakagu_m_20201030_4792_wilayah1_semarang,Wilayah HULU SUNGAI terletak di Indonesia ,wilayah hulu sungai terletak di indonesia 
rakagu_m_20201030_4793_wilayah1_semarang,Wilayah SUNGAI LAUR terletak di Indonesia ,wilayah sungai laur terletak di indonesia 
rakagu_m_20201030_4794_wilayah1_semarang,Wilayah SIMPANG HULU terletak di Indonesia ,wilayah simpang hulu terletak di indonesia 
rakagu_m_20201030_4795_wilayah1_semarang,Wilayah SIMPANG DUA terletak di Indonesia ,wilayah simpang dua terletak di indonesia 
rakagu_m_20201030_4796_wilayah1_semarang,Wilayah SERAWAI terletak di Indonesia ,wilayah serawai terletak di indonesia 
rakagu_m_20201030_4797_wilayah1_semarang,Wilayah AMBALAU terletak di Indonesia ,wilayah ambalau terletak di indonesia 
rakagu_m_20201030_4798_wilayah1_semarang,Wilayah SEPAUK terletak di Indonesia ,wilayah sepauk terletak di indonesia 
rakagu_m_20201030_4799_wilayah1_semarang,Wilayah TEMPUNAK terletak di Indonesia ,wilayah tempunak terletak di indonesia 
rakagu_m_20201030_4800_wilayah1_semarang,Wilayah SUNGAI TEBELIAN terletak di Indonesia ,wilayah sungai tebelian terletak di indonesia 
rakagu_m_20201030_4801_wilayah1_semarang,Wilayah SINTANG terletak di Indonesia ,wilayah sintang terletak di indonesia 
rakagu_m_20201030_4802_wilayah1_semarang,Wilayah DEDAI terletak di Indonesia ,wilayah dedai terletak di indonesia 
rakagu_m_20201030_4803_wilayah1_semarang,Wilayah KAYAN HILIR terletak di Indonesia ,wilayah kayan hilir terletak di indonesia 
rakagu_m_20201030_4804_wilayah1_semarang,Wilayah KETUNGAU HILIR terletak di Indonesia ,wilayah ketungau hilir terletak di indonesia 
rakagu_m_20201030_4805_wilayah1_semarang,Wilayah KETUNGAU HULU terletak di Indonesia ,wilayah ketungau hulu terletak di indonesia 
rakagu_m_20201030_4806_wilayah1_semarang,Wilayah SILAT HILIR terletak di Indonesia ,wilayah silat hilir terletak di indonesia 
rakagu_m_20201030_4807_wilayah1_semarang,Wilayah SILAT HULU terletak di Indonesia ,wilayah silat hulu terletak di indonesia 
rakagu_m_20201030_4808_wilayah1_semarang,Wilayah HULU GURUNG terletak di Indonesia ,wilayah hulu gurung terletak di indonesia 
rakagu_m_20201030_4809_wilayah1_semarang,Wilayah BUNUT HULU terletak di Indonesia ,wilayah bunut hulu terletak di indonesia 
rakagu_m_20201030_4810_wilayah1_semarang,Wilayah MENTEBAH terletak di Indonesia ,wilayah mentebah terletak di indonesia 
rakagu_m_20201030_4811_wilayah1_semarang,Wilayah BIKA terletak di Indonesia ,wilayah bika terletak di indonesia 
rakagu_m_20201030_4812_wilayah1_semarang,Wilayah KALIS terletak di Indonesia ,wilayah kalis terletak di indonesia 
rakagu_m_20201030_4813_wilayah1_semarang,Wilayah PUTUSSIBAU SELATAN terletak di Indonesia ,wilayah putussibau selatan terletak di indonesia 
rakagu_m_20201030_4814_wilayah1_semarang,Wilayah EMBALOH HILIR terletak di Indonesia ,wilayah embaloh hilir terletak di indonesia 
rakagu_m_20201030_4815_wilayah1_semarang,Wilayah BUNUT HILIR terletak di Indonesia ,wilayah bunut hilir terletak di indonesia 
rakagu_m_20201030_4816_wilayah1_semarang,Wilayah BOYAN TANJUNG terletak di Indonesia ,wilayah boyan tanjung terletak di indonesia 
rakagu_m_20201030_4817_wilayah1_semarang,Wilayah PENGKADAN terletak di Indonesia ,wilayah pengkadan terletak di indonesia 
rakagu_m_20201030_4818_wilayah1_semarang,Wilayah JONGKONG terletak di Indonesia ,wilayah jongkong terletak di indonesia 
rakagu_m_20201030_4819_wilayah1_semarang,Wilayah SELIMBAU terletak di Indonesia ,wilayah selimbau terletak di indonesia 
rakagu_m_20201030_4820_wilayah1_semarang,Wilayah SEBERUANG terletak di Indonesia ,wilayah seberuang terletak di indonesia 
rakagu_m_20201030_4821_wilayah1_semarang,Wilayah SEMITAU terletak di Indonesia ,wilayah semitau terletak di indonesia 
rakagu_m_20201030_4822_wilayah1_semarang,Wilayah EMPANANG terletak di Indonesia ,wilayah empanang terletak di indonesia 
rakagu_m_20201030_4823_wilayah1_semarang,Wilayah BADAU terletak di Indonesia ,wilayah badau terletak di indonesia 
rakagu_m_20201030_4824_wilayah1_semarang,Wilayah BATANG LUPAR terletak di Indonesia ,wilayah batang lupar terletak di indonesia 
rakagu_m_20201030_4825_wilayah1_semarang,Wilayah EMBALOH HULU terletak di Indonesia ,wilayah embaloh hulu terletak di indonesia 
rakagu_m_20201030_4826_wilayah1_semarang,Wilayah PUTUSSIBAU UTARA terletak di Indonesia ,wilayah putussibau utara terletak di indonesia 
rakagu_m_20201030_4827_wilayah1_semarang,Wilayah NANGA MAHAP terletak di Indonesia ,wilayah nanga mahap terletak di indonesia 
rakagu_m_20201030_4828_wilayah1_semarang,Wilayah NANGA TAMAN terletak di Indonesia ,wilayah nanga taman terletak di indonesia 
rakagu_m_20201030_4829_wilayah1_semarang,Wilayah SEKADAU HULU terletak di Indonesia ,wilayah sekadau hulu terletak di indonesia 
rakagu_m_20201030_4830_wilayah1_semarang,Wilayah SEKADAU HILIR terletak di Indonesia ,wilayah sekadau hilir terletak di indonesia 
rakagu_m_20201030_4831_wilayah1_semarang,Wilayah BELITANG HILIR terletak di Indonesia ,wilayah belitang hilir terletak di indonesia 
rakagu_m_20201030_4832_wilayah1_semarang,Wilayah BELITANG terletak di Indonesia ,wilayah belitang terletak di indonesia 
rakagu_m_20201030_4833_wilayah1_semarang,Wilayah BELITANG HULU terletak di Indonesia ,wilayah belitang hulu terletak di indonesia 
rakagu_m_20201030_4834_wilayah1_semarang,Wilayah SOKAN terletak di Indonesia ,wilayah sokan terletak di indonesia 
rakagu_m_20201030_4835_wilayah1_semarang,Wilayah TANAH PINOH terletak di Indonesia ,wilayah tanah pinoh terletak di indonesia 
rakagu_m_20201030_4836_wilayah1_semarang,Wilayah TANAH PINOH BARAT terletak di Indonesia ,wilayah tanah pinoh barat terletak di indonesia 
rakagu_m_20201030_4837_wilayah1_semarang,Wilayah SAYAN terletak di Indonesia ,wilayah sayan terletak di indonesia 
rakagu_m_20201030_4838_wilayah1_semarang,Wilayah BELIMBING terletak di Indonesia ,wilayah belimbing terletak di indonesia 
rakagu_m_20201030_4839_wilayah1_semarang,Wilayah BELIMBING HULU terletak di Indonesia ,wilayah belimbing hulu terletak di indonesia 
rakagu_m_20201030_4840_wilayah1_semarang,Wilayah NANGA PINOH terletak di Indonesia ,wilayah nanga pinoh terletak di indonesia 
rakagu_m_20201030_4841_wilayah1_semarang,Wilayah PINOH SELATAN terletak di Indonesia ,wilayah pinoh selatan terletak di indonesia 
rakagu_m_20201030_4842_wilayah1_semarang,Wilayah PINOH UTARA terletak di Indonesia ,wilayah pinoh utara terletak di indonesia 
rakagu_m_20201030_4843_wilayah1_semarang,Wilayah ELLA HILIR terletak di Indonesia ,wilayah ella hilir terletak di indonesia 
rakagu_m_20201030_4844_wilayah1_semarang,Wilayah MENUKUNG terletak di Indonesia ,wilayah menukung terletak di indonesia 
rakagu_m_20201030_4845_wilayah1_semarang,Wilayah PULAU MAYA terletak di Indonesia ,wilayah pulau maya terletak di indonesia 
rakagu_m_20201030_4846_wilayah1_semarang,Wilayah KEPULAUAN KARIMATA terletak di Indonesia ,wilayah kepulauan karimata terletak di indonesia 
rakagu_m_20201030_4847_wilayah1_semarang,Wilayah SUKADANA terletak di Indonesia ,wilayah sukadana terletak di indonesia 
rakagu_m_20201030_4848_wilayah1_semarang,Wilayah SIMPANG HILIR terletak di Indonesia ,wilayah simpang hilir terletak di indonesia 
rakagu_m_20201030_4849_wilayah1_semarang,Wilayah TELUK BATANG terletak di Indonesia ,wilayah teluk batang terletak di indonesia 
rakagu_m_20201030_4850_wilayah1_semarang,Wilayah SEPONTI terletak di Indonesia ,wilayah seponti terletak di indonesia 
rakagu_m_20201030_4851_wilayah1_semarang,Wilayah BATU AMPAR terletak di Indonesia ,wilayah batu ampar terletak di indonesia 
rakagu_m_20201030_4852_wilayah1_semarang,Wilayah TERENTANG terletak di Indonesia ,wilayah terentang terletak di indonesia 
rakagu_m_20201030_4853_wilayah1_semarang,Wilayah KUBU terletak di Indonesia ,wilayah kubu terletak di indonesia 
rakagu_m_20201030_4854_wilayah1_semarang,Wilayah TELOK PAKEDAI terletak di Indonesia ,wilayah telok pakedai terletak di indonesia 
rakagu_m_20201030_4855_wilayah1_semarang,Wilayah RASAU JAYA terletak di Indonesia ,wilayah rasau jaya terletak di indonesia 
rakagu_m_20201030_4856_wilayah1_semarang,Wilayah SUNGAI RAYA terletak di Indonesia ,wilayah sungai raya terletak di indonesia 
rakagu_m_20201030_4857_wilayah1_semarang,Wilayah SUNGAI AMBAWANG terletak di Indonesia ,wilayah sungai ambawang terletak di indonesia 
rakagu_m_20201030_4858_wilayah1_semarang,Wilayah KUALA MANDOR-B terletak di Indonesia ,wilayah kuala mandor b terletak di indonesia 
rakagu_m_20201030_4859_wilayah1_semarang,Wilayah PONTIANAK SELATAN terletak di Indonesia ,wilayah pontianak selatan terletak di indonesia 
rakagu_m_20201030_4860_wilayah1_semarang,Wilayah PONTIANAK TENGGARA terletak di Indonesia ,wilayah pontianak tenggara terletak di indonesia 
rakagu_m_20201030_4861_wilayah1_semarang,Wilayah PONTIANAK TIMUR terletak di Indonesia ,wilayah pontianak timur terletak di indonesia 
rakagu_m_20201030_4862_wilayah1_semarang,Wilayah PONTIANAK BARAT terletak di Indonesia ,wilayah pontianak barat terletak di indonesia 
rakagu_m_20201030_4863_wilayah1_semarang,Wilayah PONTIANAK KOTA terletak di Indonesia ,wilayah pontianak kota terletak di indonesia 
rakagu_m_20201030_4864_wilayah1_semarang,Wilayah PONTIANAK UTARA terletak di Indonesia ,wilayah pontianak utara terletak di indonesia 
rakagu_m_20201030_4865_wilayah1_semarang,Wilayah SINGKAWANG SELATAN terletak di Indonesia ,wilayah singkawang selatan terletak di indonesia 
rakagu_m_20201030_4866_wilayah1_semarang,Wilayah SINGKAWANG TIMUR terletak di Indonesia ,wilayah singkawang timur terletak di indonesia 
rakagu_m_20201030_4867_wilayah1_semarang,Wilayah SINGKAWANG UTARA terletak di Indonesia ,wilayah singkawang utara terletak di indonesia 
rakagu_m_20201030_4868_wilayah1_semarang,Wilayah SINGKAWANG BARAT terletak di Indonesia ,wilayah singkawang barat terletak di indonesia 
rakagu_m_20201030_4869_wilayah1_semarang,Wilayah SINGKAWANG TENGAH terletak di Indonesia ,wilayah singkawang tengah terletak di indonesia 
rakagu_m_20201030_4870_wilayah1_semarang,Wilayah KOTAWARINGIN LAMA terletak di Indonesia ,wilayah kotawaringin lama terletak di indonesia 
rakagu_m_20201030_4871_wilayah1_semarang,Wilayah ARUT SELATAN terletak di Indonesia ,wilayah arut selatan terletak di indonesia 
rakagu_m_20201030_4872_wilayah1_semarang,Wilayah KUMAI terletak di Indonesia ,wilayah kumai terletak di indonesia 
rakagu_m_20201030_4873_wilayah1_semarang,Wilayah PANGKALAN BANTENG terletak di Indonesia ,wilayah pangkalan banteng terletak di indonesia 
rakagu_m_20201030_4874_wilayah1_semarang,Wilayah PANGKALAN LADA terletak di Indonesia ,wilayah pangkalan lada terletak di indonesia 
rakagu_m_20201030_4875_wilayah1_semarang,Wilayah ARUT UTARA terletak di Indonesia ,wilayah arut utara terletak di indonesia 
rakagu_m_20201030_4876_wilayah1_semarang,Wilayah MENTAYA HILIR SELATAN terletak di Indonesia ,wilayah mentaya hilir selatan terletak di indonesia 
rakagu_m_20201030_4877_wilayah1_semarang,Wilayah TELUK SAMPIT terletak di Indonesia ,wilayah teluk sampit terletak di indonesia 
rakagu_m_20201030_4878_wilayah1_semarang,Wilayah PULAU HANAUT terletak di Indonesia ,wilayah pulau hanaut terletak di indonesia 
rakagu_m_20201030_4879_wilayah1_semarang,Wilayah MENTAWA BARU/KETAPANG terletak di Indonesia ,wilayah mentawa baruketapang terletak di indonesia 
